lemma	docs	occurrences
вопрос	37887.0	219556.0
ульянова	352.0	822.0
сумочка	1208.0	2870.0
прошуметь	233.0	282.0
мамалыга	65.0	366.0
полиглот	149.0	177.0
начальница	639.0	1898.0
сокращение	4642.0	8790.0
кидать	2019.0	3966.0
градоначальник	1609.0	3048.0
арбитр	396.0	680.0
закоченеть	295.0	362.0
пиетет	243.0	311.0
пуговица	3012.0	6763.0
посвист	249.0	347.0
зубец	636.0	1291.0
испачкать	688.0	904.0
конъюнктура	1000.0	1589.0
девственный	1147.0	1880.0
хватануть	111.0	142.0
прерогатива	494.0	644.0
оковать	599.0	885.0
фапси	58.0	115.0
рвань	310.0	455.0
мудрый	4718.0	10391.0
отборочный	266.0	375.0
высмеивать	577.0	840.0
тяжесть	5557.0	12755.0
обширный	5801.0	14141.0
карповый	753.0	2500.0
бушлат	315.0	911.0
значащий	563.0	762.0
тайфун	254.0	623.0
наладить	3204.0	5060.0
супружеский	1426.0	2353.0
морковка	505.0	893.0
вагонный	572.0	983.0
повариха	277.0	564.0
четвереньки	1067.0	1813.0
перенапряжение	224.0	313.0
шататься	2348.0	4406.0
архипелаг	682.0	1960.0
мучиться	3474.0	7500.0
оперение	412.0	621.0
пружинистый	245.0	325.0
похищение	1227.0	2189.0
микроволновый	123.0	225.0
зоркий	2226.0	4310.0
клеймить	677.0	887.0
вмещать	1328.0	1837.0
опасный	11022.0	31876.0
навязывать	1629.0	2222.0
заметать	1559.0	2470.0
скандал	4672.0	10330.0
велосипед	2149.0	5921.0
старчески	250.0	309.0
драматург	1536.0	3728.0
анилин	77.0	212.0
несовершенство	1289.0	1811.0
электростанция	1240.0	2658.0
ступенька	3128.0	7790.0
двойной	4998.0	9823.0
расспросить	1376.0	2237.0
заволакивать	337.0	399.0
указка	533.0	715.0
покупательница	207.0	318.0
спохватываться	434.0	553.0
драндулет	69.0	93.0
воровской	1056.0	2234.0
отработка	642.0	1388.0
вычислить	1314.0	2298.0
упрямиться	454.0	592.0
минотавр	91.0	195.0
вздуматься	1343.0	2128.0
зуб	8577.0	40321.0
пригорок	1041.0	2035.0
манекенщица	175.0	441.0
вселиться	597.0	817.0
нечистый	2357.0	4837.0
сорвать	4431.0	9191.0
царский	5686.0	27085.0
пораскинуть	124.0	138.0
бойкий	3133.0	7336.0
заноза	482.0	718.0
перевоспитать	261.0	329.0
усвоение	923.0	1742.0
новобрачный	476.0	844.0
должок	204.0	274.0
новинка	2109.0	3100.0
резной	1389.0	2576.0
перебирать	3026.0	5945.0
суждение	3461.0	10182.0
трагически	1071.0	1391.0
дипломный	441.0	716.0
наказывать	2438.0	4642.0
стадий	4091.0	8570.0
возненавидеть	1304.0	1983.0
аритмия	119.0	198.0
застать	5032.0	13897.0
горьковатый	427.0	531.0
девятнадцатилетний	283.0	348.0
законопроект	2143.0	5285.0
уживаться	1017.0	1254.0
проломить	16.0	19.0
утонченный	1271.0	1999.0
помешаться	607.0	798.0
смягчиться	834.0	1076.0
Измайлово	326.0	691.0
доверчивый	2274.0	3894.0
занятие	9969.0	32181.0
гороскоп	382.0	692.0
привлекательный	3653.0	5827.0
поясничный	72.0	256.0
спорт	4398.0	12197.0
наклейка	459.0	656.0
насчет	5811.0	21471.0
шлепаться	291.0	352.0
манжета	622.0	937.0
выровняться	274.0	325.0
чернец	192.0	635.0
подсадить	421.0	510.0
психогенный	57.0	222.0
безобразный	2804.0	5576.0
сирый	476.0	844.0
слушать	12961.0	83464.0
северный	10316.0	33805.0
волнующий	1780.0	2630.0
потеха	1248.0	2211.0
человеческий	15356.0	74294.0
выезд	2798.0	5627.0
пулеметчик	353.0	832.0
посудина	510.0	882.0
желтуха	147.0	226.0
просидеть	3057.0	6225.0
пастырь	1200.0	3109.0
комод	1205.0	2378.0
Израиль	1913.0	8663.0
возвышение	1651.0	3391.0
тихонечко	423.0	606.0
догореть	395.0	475.0
канцлер	772.0	2896.0
кувшинчик	161.0	260.0
билетик	443.0	752.0
полотняный	742.0	1089.0
грибник	151.0	279.0
инкрустировать	224.0	276.0
богатство	6924.0	19027.0
администраторша	55.0	97.0
частокол	535.0	1148.0
отправитель	247.0	399.0
серпантин	228.0	307.0
фокстрот	269.0	491.0
надпись	6476.0	17116.0
лазурь	590.0	965.0
деликатный	2528.0	4505.0
воспрять	289.0	346.0
емкость	1780.0	3670.0
речонка	286.0	466.0
репетитор	355.0	688.0
кабинка	417.0	934.0
занятость	1031.0	2179.0
престиж	1319.0	2062.0
пергаментный	283.0	401.0
подсобка	205.0	374.0
счищать	277.0	315.0
касательство	254.0	324.0
ива	1893.0	5618.0
нерадивый	578.0	715.0
чипсы	177.0	251.0
писк	985.0	1404.0
ковер	3929.0	11752.0
объединиться	1422.0	1851.0
несекретный	38.0	56.0
дотянуться	1021.0	1492.0
скоро	23814.0	137947.0
арест	5417.0	15461.0
восклицание	1967.0	3925.0
свищ	226.0	283.0
свечение	623.0	1261.0
подбодрить	490.0	658.0
ненастье	574.0	809.0
пососать	210.0	260.0
пенять	896.0	1156.0
мертвяк	110.0	299.0
мстительный	1001.0	1486.0
перхоть	187.0	327.0
синий	7799.0	33121.0
довольствоваться	2408.0	4153.0
соловый	97.0	208.0
построиться	593.0	877.0
итальянка	326.0	580.0
охнуть	725.0	1115.0
беременный	1772.0	3669.0
отыграть	428.0	555.0
расправить	1023.0	1457.0
разоружить	285.0	471.0
честной	6902.0	19551.0
столбовой	402.0	559.0
кухонька	241.0	358.0
передернуть	897.0	1448.0
фактор	6048.0	15204.0
смежный	1463.0	2402.0
прищуриться	1189.0	2445.0
пересадка	880.0	1560.0
отобедать	518.0	902.0
затмение	768.0	1696.0
удалить	3587.0	6302.0
мешковина	248.0	331.0
отзывчивость	423.0	559.0
сглотнуть	340.0	515.0
жилетка	657.0	1118.0
ведомый	2526.0	4825.0
водиться	3344.0	6956.0
европейский	10290.0	30030.0
объективный	4551.0	12205.0
увольнение	1690.0	3425.0
барсук	338.0	995.0
превзойти	2110.0	2823.0
учтивый	1050.0	2014.0
исступление	942.0	1533.0
венера	1267.0	3837.0
смачно	361.0	468.0
тяготение	989.0	1917.0
буратино	212.0	715.0
металлургический	1047.0	2451.0
Багдад	376.0	1056.0
зачем	12829.0	75377.0
сирена	1058.0	1871.0
выдаваться	7132.0	14518.0
псалом	765.0	1572.0
ладный	5498.0	26983.0
возродить	1365.0	1743.0
испаряться	736.0	951.0
воробей	2114.0	5491.0
водник	85.0	167.0
моторчик	184.0	241.0
мусор	2524.0	5213.0
иркутский	1169.0	2894.0
привлечь	7619.0	13160.0
холодность	932.0	1509.0
тактично	405.0	514.0
дневниковый	670.0	1075.0
тревожиться	1283.0	2025.0
цельность	939.0	1635.0
лифтовый	218.0	496.0
выпечка	315.0	439.0
кинозал	226.0	307.0
поместиться	1826.0	3000.0
изначальный	2776.0	4633.0
детище	1410.0	1996.0
наглухо	1246.0	1799.0
проигрывать	1733.0	2523.0
оклеветать	573.0	825.0
представляться	9074.0	24221.0
лак	1472.0	2848.0
черника	334.0	660.0
вонзать	287.0	340.0
участиться	569.0	658.0
аврал	203.0	334.0
организованность	442.0	640.0
формулировать	1395.0	2328.0
помыть	823.0	1273.0
продумать	2335.0	3525.0
отключить	995.0	1605.0
свежо	3496.0	6241.0
заставка	224.0	314.0
декан	563.0	1000.0
определенность	1141.0	1847.0
наступление	5373.0	16604.0
подлежащее	1791.0	3986.0
таранить	182.0	262.0
движенье	467.0	953.0
отвязать	475.0	609.0
скрупулезно	335.0	386.0
отстойник	153.0	242.0
оформиться	543.0	660.0
модельер	244.0	468.0
замереть	3841.0	10328.0
сорняк	566.0	981.0
отхлынуть	409.0	497.0
густеть	459.0	623.0
позировать	597.0	964.0
мышечный	584.0	1858.0
абонемент	300.0	449.0
беглый	2824.0	6222.0
обещание	4563.0	9832.0
училка	111.0	206.0
специальный	18615.0	46829.0
впитать	661.0	774.0
оскал	363.0	486.0
обыденно	217.0	245.0
свистулька	206.0	293.0
натуга	589.0	813.0
кинематограф	1781.0	4316.0
фоторобот	66.0	127.0
денщик	661.0	2460.0
высвечиваться	149.0	176.0
морковь	916.0	1809.0
курятник	457.0	748.0
пещера	2040.0	9327.0
гараж	1600.0	4414.0
стационарный	853.0	1359.0
брезгливый	1661.0	3313.0
гурт	338.0	546.0
басовый	437.0	1025.0
стряпать	589.0	862.0
мирза	225.0	1468.0
униформа	404.0	613.0
накалить	411.0	542.0
засохнуть	1293.0	1779.0
влагалище	128.0	556.0
саквояж	348.0	754.0
настоятель	1148.0	3047.0
сценарный	210.0	397.0
самопроизвольный	470.0	672.0
улов	717.0	1241.0
фракционный	132.0	261.0
бритье	506.0	688.0
поднадоесть	125.0	136.0
проигрыш	920.0	1383.0
опечатка	485.0	762.0
газировка	194.0	307.0
николо	191.0	297.0
муть	995.0	1623.0
отлежаться	364.0	444.0
схватить	6791.0	26165.0
профессорский	837.0	1632.0
колдовской	378.0	593.0
подлянка	99.0	136.0
усовершенствование	1644.0	2589.0
наплакать	168.0	187.0
горец	762.0	3166.0
подпевала	264.0	316.0
олифа	166.0	304.0
разморить	245.0	278.0
нужник	255.0	393.0
возвестить	1593.0	2690.0
пригреть	531.0	651.0
прямоугольник	662.0	1239.0
престол	3225.0	13348.0
разлюбить	862.0	1544.0
студебеккер	73.0	154.0
развозить	748.0	923.0
пианистка	319.0	500.0
утонуть	2726.0	4728.0
обрабатывать	2185.0	3330.0
опадать	581.0	804.0
стройно	684.0	911.0
каренина	600.0	1378.0
корректный	1342.0	1868.0
отполировать	611.0	800.0
отчужденность	522.0	726.0
неудержимо	1239.0	1908.0
портвейн	659.0	1348.0
чертежный	277.0	522.0
утес	1007.0	3763.0
учетный	396.0	805.0
разбиваться	1480.0	2056.0
испытуемый	457.0	1761.0
полемика	1489.0	3121.0
закинуть	1900.0	3615.0
рупор	610.0	929.0
недоделка	135.0	211.0
общеукрепляющий	32.0	36.0
гранитный	1288.0	2382.0
ир	786.0	4878.0
низ	2472.0	4798.0
подсыпать	501.0	629.0
фикс	145.0	214.0
нагнать	2058.0	3547.0
тайно	2612.0	5354.0
добродушие	926.0	1389.0
ломить	875.0	1254.0
степенный	1511.0	2864.0
коррида	113.0	286.0
улаживать	247.0	279.0
хаять	576.0	1015.0
пудель	396.0	747.0
откидываться	530.0	666.0
библиография	393.0	598.0
королева	3094.0	14214.0
территория	10745.0	29293.0
облететь	859.0	1106.0
кариес	102.0	180.0
преувеличение	1834.0	2691.0
похотливый	323.0	412.0
редактор	5026.0	15193.0
увядший	542.0	670.0
тент	373.0	665.0
ветеринарный	579.0	1086.0
извращение	771.0	1280.0
заложить	6460.0	12615.0
внеочередной	482.0	771.0
несомненный	8191.0	24043.0
отрываться	2544.0	4179.0
сигара	1454.0	4094.0
проникновенный	1025.0	1472.0
модельный	628.0	1027.0
изувечить	717.0	969.0
приметить	1595.0	3548.0
варикозный	58.0	66.0
одиночка	3017.0	5561.0
докончить	991.0	1580.0
выкупаться	484.0	747.0
бестактный	589.0	832.0
полениться	647.0	819.0
гайка	819.0	1555.0
террористический	1190.0	2638.0
житься	2024.0	3338.0
киноактер	227.0	384.0
шепоток	311.0	446.0
беседовать	4928.0	11353.0
мазь	894.0	1687.0
толстый	11724.0	57243.0
автоматически	2489.0	3661.0
вжаться	250.0	325.0
идиот	2414.0	5940.0
равнина	2116.0	5870.0
извлекать	2112.0	3043.0
прибирать	624.0	811.0
страдальчески	410.0	567.0
отекать	92.0	109.0
лосниться	1122.0	1762.0
долетать	1172.0	1774.0
губа	9181.0	51970.0
поглощение	964.0	1800.0
широкий	21977.0	85043.0
канцелярский	1307.0	2185.0
схема	6767.0	19472.0
подпитие	187.0	222.0
являться	28725.0	120397.0
остановиться	12217.0	61774.0
готовиться	8941.0	21524.0
сибиряк	785.0	1725.0
рублевый	1031.0	2037.0
тульский	1384.0	2554.0
программист	490.0	951.0
россиянка	178.0	265.0
бокарев	21.0	64.0
сорокаградусный	190.0	223.0
генсек	386.0	961.0
красочно	343.0	407.0
тромбофлебит	45.0	60.0
инвалидный	560.0	912.0
хобот	482.0	1052.0
бормотание	570.0	772.0
мушиный	143.0	176.0
пролетка	651.0	1631.0
зазнаваться	217.0	273.0
фарш	351.0	842.0
целесообразность	1421.0	2074.0
катиться	2902.0	5904.0
бездуховный	113.0	141.0
чернявый	398.0	715.0
сероводородный	46.0	80.0
писать	24077.0	171185.0
взгорок	129.0	194.0
эпидемический	378.0	1097.0
лимон	1541.0	3283.0
интимный	2347.0	4647.0
кал	600.0	1621.0
полоз	688.0	1428.0
господский	1036.0	2791.0
во-вторых	8887.0	18459.0
доброта	3075.0	6362.0
устремление	1161.0	1974.0
прожженный	419.0	524.0
ерзать	618.0	830.0
пересечь	2032.0	3837.0
гринев	88.0	506.0
газетчик	763.0	1430.0
цент	481.0	936.0
офисный	512.0	868.0
стезя	722.0	996.0
объединить	5019.0	8609.0
закавказье	564.0	1066.0
скрести	961.0	1317.0
рекордно	184.0	199.0
латать	223.0	251.0
Варшава	2427.0	6180.0
вытрезвитель	173.0	344.0
ржание	376.0	523.0
приникнуть	676.0	974.0
курево	438.0	663.0
настояние	1192.0	1818.0
завитушка	344.0	429.0
толкнуть	3066.0	6885.0
гадкий	1812.0	3979.0
диффузный	108.0	271.0
предприятие	12275.0	42965.0
извив	303.0	412.0
потряхивать	424.0	607.0
термометр	715.0	1618.0
половый	2836.0	10481.0
высушивать	181.0	210.0
аллегория	563.0	973.0
медуза	496.0	1169.0
риф	448.0	1315.0
казачий	1779.0	8443.0
заголовок	1588.0	2328.0
видеокамера	426.0	655.0
ежемесячно	1036.0	1370.0
вручить	3842.0	6947.0
задумка	346.0	416.0
благодушно	652.0	927.0
пуф	209.0	348.0
стоп	1272.0	2345.0
исходный	3234.0	8188.0
измерение	3203.0	8860.0
угощение	1699.0	3140.0
поторопиться	1253.0	1808.0
мнительность	308.0	442.0
распорядитель	893.0	1571.0
черно	1146.0	1835.0
обезболивание	71.0	99.0
рефракция	55.0	98.0
взрослый	7585.0	22717.0
океанский	880.0	1591.0
рейд	1257.0	3440.0
отдача	1634.0	2452.0
маточный	137.0	279.0
обеспечить	9699.0	19192.0
знакомиться	3145.0	5122.0
единогласно	1515.0	2261.0
котелок	1237.0	3629.0
тройня	65.0	88.0
тратить	4861.0	8396.0
фикус	328.0	560.0
новшество	1097.0	1567.0
приготовление	3675.0	7568.0
мегаполис	547.0	768.0
гильотина	357.0	566.0
официально	4150.0	6522.0
сестричка	392.0	870.0
досадовать	861.0	1294.0
полтава	1049.0	2084.0
пошехонец	50.0	196.0
по-грузински	136.0	234.0
своевольный	559.0	754.0
теткин	195.0	562.0
попалить	75.0	95.0
брюква	164.0	272.0
бирюзовый	508.0	788.0
ти	3779.0	8234.0
подметала	201.0	228.0
накопиться	2292.0	3274.0
клинок	558.0	1535.0
эпицентр	368.0	543.0
разгрузочный	126.0	171.0
молчаливый	3996.0	9520.0
наблюдать	10511.0	29931.0
населить	2840.0	5350.0
губастый	182.0	251.0
женатый	3059.0	6652.0
донельзя	760.0	1120.0
кузьминский	136.0	311.0
специфичный	380.0	563.0
казус	748.0	1029.0
фронт	7249.0	42106.0
притупиться	384.0	435.0
исключительный	11841.0	29466.0
понедельник	3399.0	9338.0
роджер	188.0	465.0
восхищенный	1612.0	2519.0
верхушка	2533.0	4584.0
обрести	3619.0	6536.0
жевать	2523.0	5341.0
натрий	692.0	1824.0
левый	12196.0	57171.0
убедить	8415.0	20834.0
малек	340.0	752.0
курсант	650.0	2512.0
влиятельный	2208.0	3623.0
купать	611.0	851.0
арфа	534.0	1043.0
дудка	891.0	1674.0
показывать	15649.0	48441.0
тупо	1657.0	2859.0
утираться	286.0	390.0
сорить	369.0	492.0
жизнедеятельность	1000.0	1848.0
хвостовой	383.0	776.0
многократный	2725.0	3997.0
успокоиться	5399.0	15825.0
леспромхоз	174.0	396.0
расхваливать	593.0	752.0
абсолютно	6818.0	14842.0
курта	209.0	697.0
осветиться	715.0	942.0
умнейший	513.0	679.0
купальный	459.0	648.0
предполагаться	5782.0	8996.0
тельняшка	337.0	583.0
сознательно	3243.0	5690.0
вечно	5857.0	14508.0
годный	2110.0	3635.0
светать	967.0	1388.0
испить	989.0	1501.0
анализатор	156.0	566.0
мэн	136.0	319.0
пробоина	522.0	1006.0
обстоятельно	1489.0	2155.0
впоследствии	6541.0	22616.0
райисполком	263.0	532.0
кормовой	864.0	1842.0
предпочтительно	858.0	1075.0
примитивный	2437.0	4466.0
аргун	81.0	228.0
закружиться	1580.0	2486.0
бублик	413.0	991.0
затеряться	1371.0	1854.0
закупорка	113.0	145.0
вломиться	441.0	582.0
месиво	570.0	724.0
исключительно	9360.0	19670.0
ненападение	124.0	225.0
отделаться	2711.0	4563.0
кровопролитие	823.0	1420.0
непритязательный	348.0	392.0
кратчайший	1259.0	1673.0
несуразный	777.0	1074.0
сын	15878.0	119044.0
принадлежность	4460.0	8296.0
аарон	145.0	246.0
кирпичный	2416.0	4836.0
галета	176.0	331.0
бобок	115.0	560.0
дислокация	386.0	577.0
наотмашь	449.0	561.0
композитор	2731.0	8144.0
захолустье	639.0	915.0
сырт	46.0	163.0
отводиться	1144.0	1393.0
спровоцировать	968.0	1255.0
пофыркивать	173.0	221.0
угнетать	1809.0	2807.0
система	21986.0	108128.0
токсический	210.0	322.0
лян	49.0	323.0
светоч	427.0	630.0
касторка	159.0	246.0
обязанный	9287.0	24518.0
засесть	2182.0	3615.0
счетовод	319.0	579.0
комментировать	2048.0	2616.0
гулять	6646.0	21997.0
свирепый	2412.0	4732.0
повторение	2771.0	4838.0
семинарист	659.0	1840.0
номерной	322.0	481.0
вылупиться	400.0	482.0
свариться	235.0	288.0
комендатура	415.0	1386.0
сторожиха	171.0	311.0
устроенный	3911.0	6770.0
каховка	96.0	279.0
владычество	914.0	1784.0
киль	479.0	926.0
донизу	644.0	760.0
отмотать	119.0	137.0
лама	356.0	1875.0
неровный	2288.0	3903.0
букашка	427.0	607.0
оболочка	2759.0	6759.0
провал	2980.0	5569.0
обомлеть	739.0	994.0
сообщество	3423.0	7055.0
упокой	714.0	1055.0
гипнотизировать	423.0	566.0
коптить	564.0	714.0
глыба	1585.0	3432.0
заклеить	625.0	816.0
лотос	352.0	658.0
шуршание	478.0	614.0
обхохотаться	82.0	89.0
межа	2971.0	9314.0
удавка	200.0	285.0
ас	930.0	2004.0
маскировать	671.0	920.0
эротика	351.0	596.0
приятность	993.0	1723.0
длиннополый	355.0	492.0
монтевидео	41.0	52.0
именитый	1056.0	1656.0
цинк	565.0	1375.0
владелец	6845.0	14846.0
иудейка	13.0	19.0
успевать	4653.0	8749.0
недовольно	1535.0	3320.0
заползти	304.0	371.0
штурмовать	734.0	1236.0
появление	10467.0	24234.0
величие	3639.0	7991.0
ассистентка	139.0	249.0
полудин	2.0	2.0
избавиться	4112.0	6996.0
ресница	2282.0	5281.0
пламенеть	474.0	643.0
фарс	787.0	1398.0
восстановить	5809.0	10869.0
сцепиться	670.0	864.0
загореться	2829.0	5066.0
флигель	1203.0	3749.0
абажур	973.0	1629.0
виктория	1063.0	2678.0
засопеть	411.0	643.0
потливость	55.0	72.0
наверстывать	284.0	317.0
струп	247.0	406.0
мироздание	1086.0	2074.0
сурок	434.0	1024.0
нехорошо	3200.0	7529.0
газировать	246.0	367.0
императорский	4442.0	13893.0
шкаф	3865.0	12206.0
извиняться	2460.0	4476.0
слышимость	303.0	478.0
перемещать	546.0	690.0
домогаться	525.0	792.0
вытягиваться	1152.0	1622.0
недельный	801.0	1010.0
молот	1685.0	4658.0
поклонение	1418.0	2676.0
мужицкий	1163.0	2546.0
поэма	2702.0	9378.0
механик	3244.0	8235.0
ящер	208.0	714.0
пусковой	341.0	632.0
фосфоресцировать	143.0	173.0
кисель	824.0	1486.0
напирать	1113.0	1620.0
башибузук	108.0	241.0
беспомощный	3320.0	6835.0
защипать	139.0	159.0
репутация	3181.0	5786.0
налитой	960.0	1445.0
половина	16325.0	53764.0
подходящий	5279.0	10052.0
ваш	23102.0	229799.0
сигнализировать	383.0	470.0
изгнанник	607.0	1150.0
сурик	315.0	673.0
корыто	1084.0	2009.0
сербский	1653.0	4636.0
талон	630.0	1362.0
бить	10385.0	45931.0
жетон	332.0	702.0
бытовать	728.0	952.0
искривиться	200.0	236.0
ост	779.0	1211.0
исключительность	677.0	995.0
бактериальный	257.0	499.0
мачеха	715.0	2066.0
покуривать	706.0	1061.0
праща	188.0	276.0
премьер	3571.0	8797.0
дура	2818.0	8685.0
клетка	5247.0	24928.0
умывальник	810.0	1276.0
образованный	5290.0	12291.0
ботфорт	262.0	479.0
пронести	1529.0	2210.0
желанный	2739.0	4714.0
поплестись	988.0	1442.0
сочиненный	1134.0	1796.0
тенорок	313.0	473.0
очертя	355.0	432.0
скуластый	637.0	1048.0
консилиум	349.0	557.0
проклясть	4854.0	14865.0
напрасно	5616.0	15268.0
факт	14923.0	50663.0
томительно	526.0	684.0
дыбенко	62.0	230.0
ламповый	450.0	813.0
подзатыльник	412.0	539.0
выжидающе	171.0	236.0
ломонос	692.0	1643.0
прелестница	181.0	268.0
теряться	3433.0	5450.0
словесный	2646.0	6024.0
необыкновенный	6126.0	20721.0
несправедливость	2308.0	3976.0
потребный	1350.0	2890.0
закром	347.0	461.0
металлург	582.0	1186.0
мурлыканье	102.0	120.0
оформление	2855.0	4861.0
замыкающий	213.0	285.0
бдение	624.0	937.0
беличенко	10.0	272.0
щемить	1042.0	1493.0
кувалда	290.0	524.0
зеленеть	1474.0	2315.0
плита	3535.0	9506.0
раздражение	3428.0	9752.0
отмалчиваться	598.0	809.0
вырывать	1634.0	2241.0
полый	2513.0	4701.0
пленник	1271.0	3711.0
продержаться	1477.0	2059.0
лужайка	1097.0	2150.0
горобец	32.0	92.0
спиться	804.0	1091.0
нечеловеческий	1551.0	2390.0
нашептывать	664.0	899.0
ниоткуда	780.0	1041.0
говорун	337.0	750.0
параллельно	2987.0	4374.0
география	2457.0	6076.0
котенок	1243.0	3388.0
плащик	81.0	112.0
асфальт	2219.0	5192.0
студия	2211.0	6995.0
тирада	677.0	966.0
фут	1019.0	4378.0
кадиллак	113.0	266.0
лезть	5367.0	15242.0
застарелый	635.0	823.0
подсечь	209.0	293.0
вон	6999.0	31327.0
самооценка	375.0	749.0
женевский	510.0	1024.0
зондирование	157.0	294.0
уступ	796.0	1855.0
печатать	3992.0	9190.0
напевать	1782.0	3059.0
шарада	297.0	428.0
подлинник	1258.0	2942.0
неуправляемый	554.0	712.0
будни	1737.0	2432.0
домработница	422.0	991.0
недобитый	206.0	245.0
классно	287.0	436.0
перекрывать	909.0	1161.0
измотать	348.0	437.0
описать	8525.0	20874.0
объедок	431.0	569.0
смерзнуться	177.0	216.0
разлечься	375.0	469.0
осадить	1639.0	3367.0
рамочка	282.0	390.0
русоволосый	113.0	162.0
доказывать	6741.0	15936.0
выкрутасы	223.0	272.0
пущино	155.0	355.0
перерубить	224.0	287.0
городище	337.0	1282.0
превращение	3407.0	6880.0
вывихнутый	197.0	252.0
голова	23101.0	266296.0
подушка	4693.0	14405.0
хитрый	4662.0	11500.0
жизнеутверждающий	231.0	263.0
рао	681.0	2145.0
неправый	1236.0	1834.0
исполнить	7927.0	23788.0
задымить	371.0	498.0
бабушка	4996.0	34568.0
процент	9524.0	27756.0
заимка	171.0	921.0
национально	1.0	3.0
нетривиальный	267.0	336.0
страшилище	289.0	447.0
неизбежность	1528.0	2406.0
вздымать	540.0	725.0
аптекарь	590.0	1300.0
обманывать	3502.0	7172.0
пытливый	1321.0	2116.0
вольнонаемный	289.0	636.0
переработка	2072.0	3940.0
взыграть	337.0	431.0
угорелый	559.0	717.0
подлинный	6846.0	18778.0
любой	22739.0	73852.0
ракетодром	23.0	82.0
мрачнеть	355.0	442.0
отказник	93.0	142.0
внучка	1944.0	4630.0
перелетный	378.0	532.0
вспугнуть	398.0	517.0
чихнуть	582.0	908.0
слезинка	638.0	918.0
прялка	241.0	378.0
бук	589.0	1029.0
отравить	2599.0	5121.0
высокомерный	1342.0	2116.0
горбить	82.0	109.0
отгораживаться	240.0	265.0
уголовно	2.0	2.0
захлопывать	406.0	476.0
перепиться	259.0	306.0
запнуться	1021.0	1713.0
шок	1466.0	2474.0
динго	35.0	81.0
телефон	32980.0	183278.0
резануть	326.0	422.0
клей	1377.0	3054.0
спаться	1205.0	1797.0
задавить	1653.0	2560.0
жить	29994.0	265570.0
безбожный	851.0	1302.0
госбанк	231.0	447.0
непогрешимость	338.0	507.0
бородкин	38.0	127.0
вовсю	1636.0	2552.0
потомственный	851.0	1229.0
запустение	796.0	1027.0
усваивать	890.0	1256.0
турник	171.0	280.0
принцесса	1632.0	7056.0
антисоветчина	91.0	129.0
велосипедный	487.0	685.0
аттракцион	559.0	1121.0
радиола	196.0	330.0
сложенный	3969.0	7665.0
прозекторский	37.0	55.0
наградить	3576.0	6466.0
мастеровой	1101.0	2591.0
пресекаться	252.0	294.0
извержение	612.0	1360.0
нарядить	1001.0	1478.0
боеголовка	196.0	460.0
покачнуться	738.0	1077.0
пикировать	237.0	425.0
чихать	686.0	1052.0
руководствоваться	2903.0	4373.0
врубиться	177.0	261.0
северянин	585.0	1375.0
телескоп	832.0	2242.0
допрашивать	1663.0	3401.0
объездить	566.0	678.0
железко	542.0	881.0
суэцкий	190.0	345.0
березняк	299.0	566.0
драконий	58.0	128.0
отпускаться	618.0	844.0
тикать	623.0	895.0
смущение	2496.0	5435.0
отнюдь	5753.0	12359.0
прибой	994.0	2009.0
тигровый	282.0	559.0
грызня	200.0	238.0
ага	3217.0	10252.0
сень	2022.0	4814.0
мытарство	724.0	1003.0
знать	37128.0	567159.0
камин	1674.0	4550.0
изъятие	1221.0	2163.0
вычет	748.0	1271.0
обязательно	9446.0	23589.0
убивать	5643.0	15781.0
верховный	5158.0	15776.0
обогатиться	750.0	895.0
приграничный	356.0	713.0
соскальзывать	370.0	469.0
рисоваться	1746.0	2947.0
простаивать	572.0	672.0
рогатина	264.0	575.0
основной	24195.0	74815.0
коновал	374.0	897.0
смонтировать	755.0	1037.0
подмога	785.0	1262.0
подозрительность	883.0	1335.0
королевич	428.0	2196.0
уходить	14077.0	62743.0
свысока	971.0	1350.0
фантазер	469.0	609.0
банкетный	189.0	286.0
содействие	3595.0	6681.0
булочный	787.0	1288.0
обмереть	579.0	813.0
азалия	105.0	219.0
занести	3634.0	6588.0
обойтись	8153.0	16528.0
мышиный	745.0	1130.0
рейтинг	1655.0	3658.0
мочь	62109.0	993747.0
кариатида	141.0	239.0
князь	7196.0	108246.0
багдадский	194.0	294.0
биение	867.0	1185.0
отплясывать	363.0	457.0
скептический	1592.0	2240.0
фрау	241.0	1286.0
проламывать	128.0	139.0
семидесятый	1076.0	1825.0
пчелиный	506.0	778.0
скучноватый	457.0	567.0
вовне	439.0	698.0
зажигательный	588.0	871.0
приятие	359.0	579.0
постыдиться	493.0	617.0
потянуться	3448.0	7900.0
мизерный	907.0	1139.0
нависнуть	1718.0	2712.0
иронично	287.0	345.0
скирд	352.0	720.0
застучать	1382.0	2274.0
посольство	2704.0	9458.0
прокомментировать	1102.0	1316.0
предусмотрительность	398.0	491.0
системность	101.0	141.0
подошва	2168.0	4446.0
дифтерия	67.0	171.0
мастерская	4818.0	13639.0
усталь	2399.0	3735.0
шагать	3350.0	9381.0
неумолимый	2241.0	3550.0
негодующий	857.0	1209.0
присыпать	510.0	660.0
сказать	40901.0	810163.0
слепнуть	884.0	1184.0
утверждение	5994.0	13416.0
материалист	561.0	1075.0
несказанный	1329.0	2135.0
безотказный	704.0	900.0
ощупывать	1162.0	1825.0
уступать	5410.0	9355.0
невиновный	554.0	852.0
воркута	189.0	358.0
техник	10155.0	27137.0
