lemma	docs	occurrences
дьявольски	303.0	375.0
праздный	2266.0	4169.0
сократить	4489.0	6615.0
плодить	418.0	467.0
специфика	1831.0	2988.0
сновать	1419.0	2282.0
накрывать	1287.0	1773.0
помост	812.0	1830.0
неудачно	1710.0	2336.0
пристальный	4322.0	10387.0
количественный	1906.0	3686.0
снисходительный	3000.0	5890.0
лицемерие	1151.0	1872.0
лечение	4068.0	11334.0
бахрома	678.0	989.0
дунай	1034.0	4122.0
задрипать	4.0	4.0
представление	12243.0	40876.0
духовка	400.0	831.0
государь	6091.0	60570.0
водопровод	1147.0	1861.0
аккуратненький	283.0	356.0
пособие	3394.0	6828.0
спикер	515.0	1028.0
мореплаватель	504.0	1109.0
убираться	1741.0	2802.0
тик	481.0	1073.0
смрадный	578.0	825.0
почтительность	531.0	759.0
морока	450.0	779.0
оправляться	456.0	558.0
закваска	449.0	679.0
сколь	3131.0	7403.0
суверенитет	705.0	1295.0
повадиться	490.0	617.0
нестерпимый	2529.0	5056.0
партнер	4496.0	9565.0
платьице	842.0	1309.0
астматический	81.0	93.0
оглашать	797.0	1036.0
волокуша	81.0	175.0
выкроить	414.0	479.0
разнородный	1180.0	1901.0
эндокардит	23.0	36.0
восемнадцатый	1083.0	1897.0
абалкин	49.0	340.0
пиршество	753.0	1256.0
перекат	437.0	911.0
антисоветчик	167.0	253.0
ратовать	748.0	959.0
гликозид	37.0	76.0
нигде	7016.0	15863.0
гатчина	436.0	1481.0
неаполь	738.0	2478.0
приоритет	1981.0	3283.0
волосатый	1176.0	2083.0
общественно	14.0	22.0
рука	32204.0	438793.0
выделывать	983.0	1365.0
глохнуть	423.0	519.0
завершение	3260.0	4798.0
дыба	949.0	1746.0
кондиция	374.0	569.0
перечисление	1155.0	1526.0
канализационный	374.0	495.0
герметичный	328.0	470.0
путаница	1689.0	2739.0
студенистый	186.0	223.0
растирание	143.0	202.0
марокканский	172.0	248.0
швейцар	1388.0	4441.0
метеоритный	112.0	244.0
снеговой	659.0	1429.0
начинающий	2377.0	3628.0
бездушный	1135.0	1639.0
нощно	388.0	498.0
скумбрия	122.0	211.0
плаха	630.0	1313.0
средневековье	1053.0	2451.0
отталкиваться	848.0	1129.0
разбор	2995.0	5452.0
тральщик	94.0	327.0
внушительный	2426.0	4262.0
твердь	523.0	825.0
черепаший	250.0	299.0
тяжеловесный	647.0	846.0
ошейник	504.0	988.0
сожительница	371.0	641.0
жалобно	1973.0	3855.0
умывать	367.0	439.0
норковый	143.0	221.0
слезливый	623.0	843.0
кубический	716.0	1155.0
вратарь	316.0	714.0
спеть	2380.0	5140.0
противопоказание	187.0	283.0
орудовать	1094.0	1645.0
растерять	1234.0	1620.0
уклончиво	887.0	1330.0
жокей	175.0	290.0
чета	1776.0	2840.0
драть	1750.0	3489.0
родич	530.0	1172.0
чепчик	468.0	832.0
сука	1699.0	4363.0
допрос	2823.0	9045.0
нива	1804.0	3423.0
оплавить	136.0	163.0
катапульта	141.0	245.0
обезобразить	756.0	989.0
угрызение	887.0	1263.0
уговорить	2959.0	5955.0
походный	1565.0	3591.0
подобреть	275.0	332.0
шажок	673.0	975.0
бацилла	296.0	543.0
масло	6585.0	21434.0
опускаться	3906.0	7315.0
потроха	516.0	784.0
трезветь	189.0	221.0
размножение	1074.0	2465.0
анестезия	212.0	388.0
натужно	307.0	398.0
расстилаться	1077.0	1721.0
харчо	41.0	95.0
работящий	635.0	828.0
поминальный	372.0	555.0
числить	916.0	1302.0
официальный	11444.0	26582.0
реноме	141.0	182.0
роптать	1221.0	2025.0
вываливаться	593.0	724.0
выше	16386.0	53936.0
лазутчик	317.0	766.0
боец	2944.0	12223.0
золотушный	200.0	261.0
станица	1169.0	6880.0
просыпаться	3701.0	7320.0
пересекаться	1025.0	1455.0
шкалик	196.0	440.0
загрязнение	1023.0	2575.0
сигнальный	902.0	1612.0
втереться	307.0	369.0
бесстыдство	577.0	797.0
рано	20443.0	85505.0
разложить	2896.0	5075.0
высокооплачиваемый	267.0	299.0
невдалеке	1132.0	1991.0
погружение	1052.0	2359.0
вазочка	475.0	713.0
передел	850.0	1527.0
облюбовать	745.0	920.0
втиснуть	695.0	834.0
правопорядок	497.0	874.0
тарасюк	19.0	208.0
разыскать	2365.0	4756.0
ходатайство	2541.0	4994.0
унижать	1534.0	2196.0
бесчинствовать	299.0	349.0
сбор	7125.0	17061.0
кальмар	125.0	467.0
тематический	907.0	1466.0
чинить	2258.0	4446.0
развращать	685.0	900.0
налог	4501.0	14932.0
обрызгать	11.0	13.0
порт	4337.0	14233.0
дизайн	1408.0	2713.0
эскимо	96.0	160.0
хром	465.0	866.0
пристать	3716.0	10342.0
неопасный	388.0	436.0
хриплый	2457.0	5888.0
юридически	791.0	1011.0
симпатично	257.0	322.0
префект	331.0	876.0
коммунистический	3352.0	9934.0
шмаков	147.0	745.0
распространиться	2412.0	3722.0
понимать	21344.0	155418.0
круговой	1385.0	2230.0
невыразимый	1446.0	2512.0
стенокардия	110.0	152.0
зависимый	1258.0	1869.0
дымчатый	641.0	972.0
гаечный	161.0	206.0
своеобразие	968.0	1733.0
пререкаться	130.0	138.0
попойка	578.0	899.0
всунуть	576.0	761.0
подрядиться	183.0	224.0
одолеть	2546.0	4298.0
интерес	19298.0	63046.0
проститутка	1392.0	3310.0
столовка	271.0	522.0
Казань	2075.0	5932.0
выгнуть	640.0	866.0
запечь	312.0	402.0
париться	536.0	843.0
наслышаться	337.0	416.0
завязывать	1001.0	1314.0
запрокинуть	770.0	1192.0
зато	12625.0	37183.0
ничегошеньки	242.0	302.0
горемычный	367.0	567.0
барк	652.0	2676.0
пампа	33.0	86.0
уняться	567.0	875.0
пролив	1388.0	4343.0
оступиться	729.0	946.0
лектор	976.0	2114.0
контрреволюция	543.0	1478.0
комфортно	550.0	644.0
дядюшка	895.0	4121.0
сопротивляться	2845.0	4940.0
напоминать	11858.0	32021.0
плотоядный	399.0	554.0
штат	6513.0	14994.0
телеканал	837.0	1277.0
убеждать	4076.0	7934.0
афинянин	156.0	586.0
тысяча	24006.0	103516.0
монах	2969.0	14720.0
непринужденный	1477.0	2205.0
световой	1910.0	4408.0
свертывать	422.0	538.0
двадцатка	231.0	355.0
абонент	618.0	1558.0
оренбург	588.0	1630.0
зарасти	2885.0	6715.0
Овен	268.0	464.0
поскрипывать	622.0	896.0
оливье	258.0	445.0
сдавливать	368.0	432.0
смять	1647.0	2734.0
двигательный	516.0	1652.0
закрепляться	591.0	825.0
горнолыжный	197.0	360.0
юркнуть	802.0	1175.0
выпасть	4828.0	9232.0
древо	1145.0	2349.0
блеснуть	2559.0	4957.0
тревожить	3104.0	5848.0
расправлять	676.0	849.0
лесоруб	243.0	475.0
чутье	1930.0	3354.0
рискованный	2068.0	3169.0
автоматный	344.0	607.0
лазерный	707.0	1458.0
мясоед	183.0	415.0
углевод	349.0	776.0
остекленеть	242.0	292.0
пожилой	4818.0	12437.0
брокер	205.0	489.0
зреть	6353.0	16934.0
ничей	1741.0	2791.0
порядочный	4500.0	12517.0
пододвинуть	500.0	744.0
слепой	5408.0	15179.0
перевязь	345.0	526.0
сослаться	3344.0	5470.0
софит	134.0	184.0
разогрев	187.0	226.0
творчество	7064.0	24836.0
штаб	4986.0	28393.0
вытеснение	458.0	760.0
отчетливо	4308.0	9336.0
существенный	10266.0	24324.0
предыстория	376.0	467.0
укрытый	793.0	1218.0
ловелас	231.0	296.0
пашня	1118.0	2868.0
клерк	392.0	830.0
неуважительный	266.0	310.0
сударь	1059.0	6372.0
уксус	894.0	1958.0
вахтерша	108.0	216.0
талый	756.0	1373.0
завораживать	776.0	1013.0
щупальце	535.0	1040.0
мертвечина	293.0	350.0
пьяница	2420.0	4986.0
уравнять	517.0	647.0
сыроватый	321.0	419.0
канатоходец	104.0	153.0
подвижность	877.0	1370.0
насадить	1036.0	1419.0
тужить	600.0	876.0
выживать	1071.0	1399.0
уезд	4516.0	12707.0
понюхать	1329.0	2175.0
бричкин	6.0	36.0
религиозный	5692.0	26051.0
мгновенно	4565.0	11734.0
гуманный	1480.0	2434.0
тюбик	354.0	621.0
лиственный	500.0	862.0
надорвать	734.0	941.0
суббота	4421.0	12686.0
абориген	632.0	1151.0
обжорство	283.0	378.0
переиначивать	162.0	180.0
воздеть	421.0	577.0
Тегеран	751.0	1827.0
подыматься	2220.0	5991.0
мемориальный	633.0	969.0
оркестр	3735.0	10689.0
монашка	413.0	1006.0
турбина	718.0	2342.0
полярный	1970.0	5336.0
деформация	657.0	1896.0
бельгийский	1197.0	1904.0
персонально	426.0	572.0
красноглазый	79.0	128.0
карантин	550.0	1331.0
глумиться	565.0	767.0
няня	1289.0	5607.0
вызывающий	3113.0	4938.0
налететь	2053.0	3550.0
археология	567.0	1185.0
брежневский	313.0	536.0
греча	439.0	1552.0
вонзаться	404.0	499.0
вогнутый	342.0	572.0
нажать	2110.0	4590.0
орт	351.0	664.0
точило	407.0	575.0
обыденный	2134.0	3668.0
покровительственный	628.0	866.0
посягательство	823.0	1113.0
разбег	922.0	1318.0
возобновить	2158.0	3324.0
смоленск	1308.0	3879.0
балканы	771.0	1593.0
подкожный	253.0	473.0
незаурядный	1009.0	1474.0
смолить	177.0	232.0
беспорядок	4015.0	8209.0
шип	882.0	1811.0
вспрыгнуть	322.0	414.0
увеличить	6311.0	9669.0
допустимый	4459.0	8655.0
килограммовый	151.0	168.0
выбить	3397.0	6121.0
безответственный	909.0	1295.0
изменчивый	778.0	1291.0
додуматься	1181.0	1652.0
еж	1341.0	3503.0
освоить	2581.0	3685.0
эволюционный	790.0	1809.0
привязать	4308.0	8944.0
констатация	380.0	477.0
зритель	6985.0	21300.0
миролюбивый	1170.0	1713.0
акцентировать	469.0	671.0
обезьяна	2070.0	5961.0
ошеломлять	969.0	1255.0
колебаться	4615.0	8828.0
шизофреник	205.0	606.0
суммарный	1250.0	1997.0
максимальный	6397.0	11359.0
спиртной	1536.0	2775.0
эмульсия	294.0	692.0
западноевропейский	910.0	1655.0
жульничество	217.0	271.0
термит	87.0	224.0
отдавить	202.0	228.0
геройски	320.0	381.0
зарецкий	50.0	574.0
пал	2751.0	6154.0
толмач	192.0	698.0
посинеть	882.0	1201.0
бронежилет	178.0	376.0
тетрациклин	30.0	75.0
признать	14716.0	41248.0
подходить	13449.0	45784.0
сиротина	37.0	201.0
натяжка	727.0	928.0
